id,question,answer
556,lúc xét tuyển tài_năng để IELTS làm giải phụ và giải_thưởng KHKT làm giải chính nên điểm thấp hơn tận 20 điểm giờ em có đổi lại được không ạ em mất 20 điểm lận tiếc quá,chào em các thầy cô sẽ tự chấm điểm hồ_sơ và xem em chọn nguyện_vọng nào đánh_giá khả_năng em vào ngành đó hay không theo điểm số cao nhất của hồ_sơ e có_thể đạt được em không cần và không_thể thay_đổi trạng_thái hồ_sơ vì đã đóng rồi nhé
557,nếu 3 11 12 em được 3 giải tỉnh cho 3 năm và em lấy 1 năm để xét cùng hệ chuyên trong thành_tích chính thì 2 giải còn lại em có được 10đ thưởng không ạ em cảm_ơn,chào em điểm thưởng tối_đa là 10 mục điểm thưởng sẽ được hội_đồng do các thầy cô đánh_giá và cho điểm nên em cứ tải lên các giải_thưởng không trùng nhau mỗi năm tính là 1 giải_thưởng thông_tin của em CHƯA RÕ_RÀNG vậy tốt nhất là em cứ tải lên 2 giải còn lại cho vào mục điểm thưởng việc chấm điểm cụ_thể sẽ do hội_đồng xem_xét nếu là giải tỉnh của 2 môn_học hoặc cùng 1 môn_học cho 2 năm khác nhau thì em có_thể được 10 điểm thưởng vd nếu em được giải nhì toán lớp 10 và nhất toán lớp 10 thì chỉ tính 1 giải toán em tải lên giải cao nhất nếu em được nhì toán lớp 10 và nhất toán lớp 11 thì em có_thể tải lên cả 2 giải_thưởng và tính cả 2 giải
558,thưa các thầy cô cho em hỏi là thi ĐGTD có yêu_cầu bắt_buộc phải có thẻ học_sinh không ạ hiện_nay em đang học tại 1 trường THPT của tỉnh mà trường em lại không có thẻ học_sinh thì phải làm thế_nào ạ em xin cảm_ơn,chào em_em có_thể mang các giấy_tờ minh chứng khác ví_dụ em có_thể lên nhà_trường xin giấy xác_nhận là học_sinh của trường và mang giấy này đi
559,bựa e quên không up thành tính tính điểm thưởng thì pvấn có được tính không ạ,chào em hệ_thống chấm điểm diện 1 3 XTTN chỉ có_thể căn_cứ vào những giải_thưởng thành_tích em đã tải lên nếu_như em quên hoặc không tải lên xem như em không được điểm cho các phần đó_đây là quy_định chung và đã có hướng_dẫn từ trước trên website rồi
560,trong xttn ngành viết trong thư giới_thiệu có bắt_buộc là nv1 không ạ chẳng_hạn mình viết trong thư giới_thiệu ngành kỹ_thuật ô_tô nhưng mình muốn để nv1 là it2,chào em không có BẤT_KỲ quy_định nào về việc em phải viết thư giới_thiệu cho ngành ở NV1 hay NV2 thư giới_thiệu không có form mẫu cố_định mà xuất_phát bởi sự tìm_hiểu của CÁ_NHÂN em để chứng_minh em xứng_đáng phù_hợp với những ngành em đã chọn
561,cho em hỏi là điểm thưởng thì có lấy thành_tích năm lớp 10 không ạ em CẢM_ƠN Ạ,chào em điểm thưởng lấy thành_tích của cả 3 năm_học là lớp 10 11 12 điểm thưởng tối_đa là 10 mục điểm thưởng sẽ được hội_đồng do các thầy cô đánh_giá và cho điểm nên em cứ tải lên các giải_thưởng không trùng nhau mỗi năm tính là 1 giải_thưởng nếu 1 giải em cho vào thành_tích chính 2 giải còn lại là giải tỉnh của 2 môn_học hoặc cùng 1 môn_học cho 2 năm khác nhau thì em có_thể được 10 điểm thưởng vd nếu em được giải nhì toán lớp 10 và nhất toán lớp 10 thì chỉ tính 1 giải toán em tải lên giải cao nhất nếu em được nhì toán lớp 10 và nhất toán lớp 11 thì em có_thể tải lên cả 2 giải_thưởng và tính cả 2 giải
562,cho em hỏi 3 giải tỉnh thì em có được full 10 điểm thưởng không ạ em CẢM_ƠN Ạ,chào em điểm thưởng tối_đa là 10 mục điểm thưởng sẽ được hội_đồng do các thầy cô đánh_giá và cho điểm nên em cứ tải lên các giải_thưởng không trùng nhau mỗi năm tính là 1 giải_thưởng nếu 1 giải em cho vào thành_tích chính 2 giải còn lại là giải tỉnh của 2 môn_học hoặc cùng 1 môn_học cho 2 năm khác nhau thì em có_thể được 10 điểm thưởng vd nếu em được giải nhì toán lớp 10 và nhất toán lớp 10 thì chỉ tính 1 giải toán em tải lên giải cao nhất nếu em được nhì toán lớp 10 và nhất toán lớp 11 thì em có_thể tải lên cả 2 giải_thưởng và tính cả 2 giải
563,cho em hỏi là ở diện 1 3 thì điểm thưởng giữa 2 giải tỉnh với 3 giải tỉnh có khác nhau không ạ hay_là cả hai đều được 5 đ thưởng ạ em cảm_ơn,chào em điểm thưởng tối_đa là 10 mục điểm thưởng sẽ được hội_đồng do các thầy cô đánh_giá và cho điểm nên em cứ tải lên các giải_thưởng không trùng nhau mỗi năm tính là 1 giải_thưởng vd nếu em được giải nhì toán lớp 10 và nhất toán lớp 10 thì chỉ tính 1 giải toán em tải lên giải cao nhất nếu em được nhì toán lớp 10 và nhất toán lớp 11 thì em có_thể tải lên cả 2 giải_thưởng và tính cả 2 giải
564,thầy cô cho em hỏi với ạ nếu em xét tuyển diện 1 3 thì e có bắt_buộc phải chọn nv ở diện 1 3 là nv 1 hay e để ở nv nào cx đc ạ vì nv1 của e là ngành khác của trường mà diện 1 3 của e ko đủ điểm nên e để nv1 là thi thpt hoặc tư_duy ạ em cảm_ơn thầy cô,chào em nguyện_vọng vào các ngành thứ tự thích vào các ngành của CÁ_NHÂN EM không bắt_buộc việc em phải chọn nguyện_vọng 1 là xét tuyển thẳng hay phương_thức khác vd trường_hợp A NV1 ngành MI1 TN phương_thức xét tuyển tài_năng 1 3 nv2 ngành MI1 K00 tổ_hợp bài thi đánh_giá tư_duy nv3 ngành MI1 A00 tổ_hợp thi TN thpt với trường_hợp b nv1 ngành MI1 K00 tổ_hợp bài thi đánh_giá tư_duy nv2 ngành MI1 TN phương_thức xét tuyển tài_năng 1 3 nv3 ngành MI1 A00 tổ_hợp thi TN thpt thì 2 trường_hợp A và B này đều NHƯ NHAU đều có khả_năng trúng_tuyển vào ngành mi1 quả bóng trúng_tuyển nguyện_vọng sẽ rơi từ nguyện_vọng 1 đến nguyện_vọng cuối_cùng đủ điểm ở ngành nào thì các ngành dưới sẽ không xét nữa như 2 trường_hợp A và B trên thì quả bóng đều có_thể dừng ở MI1 nếu em đủ điều_kiện
565,cho e hỏi năm nay muốn xét tuyển thì có_thể xét bằng điểm thi thpt hoặc đgnl hay phải đạt điểm cả 2 ạ,chào em_em có_thể trúng_tuyển bằng 1 trong 2 phương_thức trên 1 nếu xét trúng_tuyển bằng điểm thi ĐGNL thì em chỉ cần đậu tốt_nghiệp theo quy_định 2 nếu xét bằng điểm thi THPT thì em chỉ cần đạt điểm xét tuyển theo điểm_chuẩn thi TN THPT
566,em đang không biết danh_hiệu học_sinh 3 tốt 3 rèn_luyện thuộc mục nào trong các giải_thưởng về học_tập nckh khác ạ,chào em học_sinh 3 tốt 3 rèn_luyện thì em hãy up lên ở mục điểm thưởng hội_đồng tuyển_sinh sẽ đánh_giá và cho điểm các thành_tích của em ở phần điểm thưởng sau sau khi em phỏng_vấn xong khi truy_cập vào hồ_sơ của mình trên website xttn hust edu vn em sẽ thấy tất_cả điểm số của mình ở các phần
567,nếu em chưa có ảnh chụp học_bạ thì có_thể dùng cách khác để kê_khai kết_quả học_tập xttn không ạ,chào em nếu chưa có ảnh chụp học_bạ thì em tự áng xác_định xem mình bao_nhiêu điểm để đưa lên về sau nếu trúng_tuyển khi hậu kiểm học bản bản_gốc bị sai khác so với điểm em đã nhập thì em phải chịu hoàn_toàn trách_nhiệm nhà_trường có_thể hủy kết_quả trúng_tuyển thẳng nếu phát_hiện hồ_sơ cứng và thông_tin khai online sai khác
568,em thưa thầy cô sau khi đã thanh_toán lệ_phí xét tuyển tài_năng em tìm thấy lỗi trong đăng_ký và cần sửa lại sau khi lưu thì em thấy trạng_thái thanh_toán của em chuyển thành chưa thanh_toán mặc_dù đã bị trừ tiền khi làm lại như_vậy thì phải thanh_toán phí thêm 1 lần nữa ạ,chào em_em tuyệt ĐỐI KHÔNG THANH_TOÁN THÊM LẦN NÀO nữa nếu đã bị trừ tiền 1 lần rồi mà trạng thanh_toán của em vẫn chưa đóng thì em gửi mail ngay đến mail tuyensinh hust edu vn tiêu_đề lỗi thanh_toán tại website xttn hust edu vn hoặc tsa hust edu vn nội_dung số CCCD của em kèm họ tên sđt của em phụ_huynh ảnh chụp lỗi và tin nhắn bị trừ tiền
569,nội_dung thư giới_thiệu gồm những gì ạ,chào em thư giới_thiệu không có mẫu cụ_thể em cần tự mình tìm_hiểu và xác_định xem sẽ gửi những nội_dung gì có rất nhiều thông_tin trên mạng về thư giới_thiệu đây cũng là 1 trong những thử_thách cho các thí_sinh giỏi khi nộp hồ_sơ vào trường p s đây là câu hỏi mà năm nào cũng được hỏi trong mục hỏi_đáp em lật lại các năm trước cũng sẽ thấy câu trả_lời của mình
570,cho em hỏi là nếu mình trúng_tuyển theo phương_thức xttn diện 1 3 thì khi đăng_ký nguyện_vọng trên trang của bộ thì có cần phải điền nguyện_vọng đã trúng là nv1 không ạ và nếu sau khi thi THPT em đky ngành khác lên nguyện_vọng 1 còn ngành đã trúng_tuyển xttn xuống dưới giả_sử các nv bên trên không đỗ thì em vẫn đỗ ngành xttn đúng không ạ em có đọc thông_tin trên mạng là ngành xét tuyển thẳng phải đặt lên nv1 nếu đặt xuống dưới thì coi như_hủy kết_quả và phải xét theo các phương_thức khác giúp em giải_đáp thắc_mắc với ạ,chào em có khi em đã trúng_tuyển diện xét tuyển tài_năng 1 1 1 2 hoặc 1 3 thì khi đăng_ký nguyện_vọng trên trang của bộ em cần thêm dòng nguyện_vọng đã trúng bằng phương_thức này như em chọn mã ngành trúng_tuyển và tổ_hợp xét tuyển_chọn TN tức_là diện xét tuyển tài_năng là được giả_sử các nguyện_vọng bên trên không đỗ thì chắc_chắn em sẽ đỗ vào dòng nguyện_vọng bằng mã tổ_hợp TN xét tuyển tài_năng đã đăng_ký nếu em thích nhất ngành theo nguyện_vọng xét tuyển tài_năng đã trúng thì em để dòng xét bằng tổ_hợp TN lên trên vị_trí nguyện_vọng 1 nếu em mong có cơ_hội trúng ngành khác hơn thì em để nguyện_vọng ngành khác lên trên dòng nguyện_vọng xét theo tổ_hợp xét tuyển tài_năng một_số thí_sinh X không hiểu vì_sao lại đặt nguyện_vọng 1 là nguyện_vọng xét tuyển tài_năng đã trúng và nguyện_vọng 2 trở lên là 1 loạt các nguyện_vọng vào ngành khác việc này là THỪA_THÃI vì theo như nguyên_tắc xét tuyển quả bóng trúng_tuyển sẽ rơi và dừng lại ở ngành em chắc_chắn trúng_tuyển như trường_hợp trên thì bạn X này đã chắc_chắn trúng_tuyển xét tuyển tài_năng rồi thì đăng_ký thêm nguyện_vọng 2 3 ở dưới làm gì nữa không biết
571,hiện_tại em chưa có bằng ielts nên đang dự_kiến thi cho em hỏi bằng ielts cần phải có trước lúc_nào và hạn nộp là khi nào ạ em muốn dùng bằng để quy_đổi điểm xét tuyển và điểm cộng thi ĐGTD,chào em quy_định về thời_hạn cấp chứng_chỉ cuối_cùng là tính đến trước em nhé cụ_thể trong bài viết ở đây đã có nêu https ts hust edu vn tin tuc huong dan quy doi diem chung chi ngoai ngu nam 2023 hạn nộp quy_đổi chứng_chỉ IELTS chậm nhất đến hết 17h em xem tại đây https ts hust edu vn tin tuc huong dan quy doi diem chung chi ngoai ngu nam 2023
572,trường mình sắp công_bố chỉ_tiêu theo từng phương_thức xét tuyển của từng ngành chưa ạ,chào em_em đợi đến ngày 15 4 để xem trong đề_án tuyển_sinh đại_học chính_quy 2023 nhé
573,em là thí_sinh đã tốt_nghiệp năm_ngoái và đỗ vào 1 trường đại_học khác nhưng năm nay e muốn thi vào đại_học bách_khoa bằng kì thi đánh_giá tư_duy thì có cần đăng_ký trên cổng thông_tin thi tốt_nghiệp trực_tuyến không ạ do e không dùng điểm thi thpt,chào em_em đã đậu tốt_nghiệp rồi thì năm nay em chỉ cần thi thêm bài thi tư_duy là đủ em nhé
574,điều_kiện để đỗ ngành logictics có cần 3 năm hsg không ạ,chào em nếu em chọn xét tuyển thẳng trừ diện 1 1 học_sinh giỏi quốc_gia quốc_tế thì sẽ cần 3 năm_học_sinh giỏi còn nếu em chọn xét bằng thi đánh_giá tư_duy hoặc TN THPT thì không CẦN LÀ HỌC_SINH GIỎI
575,cho em hỏi là cuộc thi olympic khoa_học tự_nhiên do trường ĐH KHTN tổ_chức có được tính trong phần điểm thưởng stt 1 3 trong cột nội_dung thành_tích khác các cuộc thi về học_tập NCKH khác STEM STEAM do các đơn_vị cấp tỉnh_thành_phố hoặc tương_đương tổ_chức trong 1 năm_học đối_với 1 môn thi hoặc 1 nội_dung thi thành_tích của thí_sinh chỉ được tính cho 1 thành_tích cao nhất những thành_tích còn lại sẽ không được tính nữa không ạ nếu có thì huy_chương vàng được tính điểm thưởng là bao_nhiêu ạ và em cũng hỏi tương_tự đối_với huy_chương vàng cuộc thi olympic 30 4 ạ ngoài_ra thì em chưa hiểu rõ lắm phần điểm thưởng cho lựa_chọn ngành học phù_hợp năng_lực ạ có_nghĩa_là có những ngành đó trong phần đăng_kí nguyện_vọng là sẽ được cộng điểm thưởng hay sao ạ em cảm_ơn rất nhiều ạ,chào em các cuộc thi nội_dung thi trong cùng 1 năm_học ví_dụ STEM STEAM thì chỉ tính thành_tích cao nhất nếu cuộc thi trong cả 2 năm_học trở lên_lớp 10 11 thì em được tính thành 2 giải_thưởng và em tải cả 2 lên cấp trường không tính điểm cụ_thể điểm thưởng em xem trong quy_chế xét tuyển tài_năng https ts hust edu vn tin tuc quy che xet tuyen tai nang nam 2023 ngành phù_hợp là những ngành mà em chọn thì sẽ được điểm thưởng phù_hợp ngành phù_hợp với thành_tích của em ví_dụ em được giải_hóa học thì chọn ngành về hóa học sẽ được điểm thưởng giải lý chọn ngành về điện điện_tử sẽ được điểm thưởng còn nếu em được giải_hóa học mà chọn ngành về điện điện_tử cơ_khí thì không được tính điểm thưởng
576,a c ơi hồ_sơ trên web xttn em để ảnh thẻ khác với ảnh của cccd thì có sao k ạ đều là hình của em nhưng ảnh cccd hơi mờ nên em muốn lấy ảnh khác rõ nét hơn,chào em đây không phải là nội_dung trọng_yếu hay có bất_kỳ yêu_cầu nào ảnh CCCD phải giống ảnh thẻ em nhé nên em hoàn_toàn yên_tâm tải lên miễn đó là ảnh của em chứ không phải ảnh người khác tự em xác_nhận là được
577,học_phí ngành công_nghệ thông_tin global ict IT E7 dao_động trong khoảng từ bao_nhiêu vậy ạ,học_phí ngành IT E7 là 40 45trđ năm_học 1 năm_học có 2 kỳ thông_tin chi_tiết em hãy xem ở đây https ts hust edu vn nganh dao tao cong nghe thong tin global ict
578,e chưa có giấy chứng_nhận tham_gia đtqg thì phải làm ntn ạ và nếu có 3 giải tỉnh thì có đc cộng điểm thưởng cho cả 3 giải không hay chỉ được cộng 1 giải cao nhất thôi ạ,chào em nếu em chưa có giấy chứng_nhận tham_gia đội_tuyển quốc_gia thì em có_thể làm giấy xác_nhận và lên trường THPT của xin xác_nhận dấu đỏ vào giấy này rồi em chụp và tải lên nếu em có giải tỉnh thì quy_tắc tính điểm như sau vd1 em có giải nhất toán năm lớp 10 giải nhì toán năm lớp 11 giải nhì toán năm lớp 12 thì em hãy tải lên giải nhất toán năm lớp 10 vì sẽ lấy giải cao nhất của 1 môn_học trong cả 3 năm THPT và chỉ tính thành_tích chính cho môn toán là 1 GIẢI VD2 em có giải nhất toán năm lớp 10 giải nhì lý năm lớp 11 giải ba_hóa năm lớp 12 thì em được phép tải lên cả 3 giải toán lý_hóa này nhưng để đạt điểm số hồ_sơ cao nhất thì em tải lên chọn giải nhất toán là thành_tích chính chọn giải nhì lý là thành_tích phụ như_vậy chỉ tính điểm cho GIẢI CAO NHẤT của 1 môn_học trong 3 năm THPT
579,giải nhì QG môn vật_lý hay giải ba QG các môn toán và tin được ưu_tiên hơn,chào em giải nhất sẽ được tính điểm số cao hơn giải nhì hơn giải ba ngoài_ra nếu em được giải môn vật_lý chọn vào ngành về kỹ_thuật điện điện_tử viễn_thông cần nhiều kiến_thức liên_quan đến môn vật_lý sẽ ưu_tiên cao hơn nếu em được giải môn toán chọn vào ngành về công_nghệ thông_tin sẽ ưu_tiên cao hơn do đó nếu em có giải nhì quốc_gia vật_lý và giải ba môn toán sẽ được ưu_tiên tương_đương nếu chọn vào kỹ_thuật điện điện_tử viễn_thông còn nếu em chọn đăng_ký vào ngành công_nghệ thông_tin thì giải môn toán sẽ được ưu_tiên cao hơn
580,thầy ơi năm nay thì thơi gian công_bố điểm_chuẩn đgtd có sau thi tốt_nghiệp bao_nhiêu ngày ạ,chào em dự_kiến nếu như_không có gì thay_đổi như thời_gian công_bố điểm_chuẩn theo thang điểm bài thi đánh_giá tư_duy dự_kiến sẽ cùng lúc khi công_bố điểm thi tốt_nghiệp THPT em nhé
581,khi nào thì có bản đăng_ký tham_gia xét tuyển tài_năng vậy ạ,chào em dự_kiến trong tuần 3 này sẽ có bản hướng_dẫn đăng_ký tham_gia xét tuyển tàu năng em đợi xem bài viết nhé
582,em lớp 11 thi đánh_giá tư_duy cho em hỏi là em dùng kết_quả của năm ấy để ứng_tuyển vào đại_học ngay năm lớp 11 rồi chờ thi tốt_nghiệp sau được không ạ,chào em kết_quả kỳ thi đánh_giá tư_duy em được bảo_lưu trong 2 năm do đó nếu em đang học lớp 11 em vẫn có_thể thi đánh_giá tư_duy là sử_dụng điểm thi đánh_giá tư_duy này khi em xét tuyển vào năm em học lớp 12 khi xét tuyển bằng điểm bài thi đánh_giá tư_duy thì em vẫn cần đậu tốt_nghiệp theo quy_định chung của bộ GD ĐT tất_cả các bài thi và các môn thi thành_phần của bài thi tổ_hợp để xét tốt_nghiệp đều đạt trên 1 0 điểm theo thang điểm 10 có điểm xét tốt_nghiệp từ 5 0 điểm trở lên có đủ bài thi và không bị kỷ_luật_hủy kết_quả thi
583,các thầy cô cho em hỏi theo đề_án TS khoản 1 7 3 v thí_sinh là học_sinh hệ chuyên gồm chuyên toán lý_hóa sinh tin_học ngoại_ngữ đăng_ký xét tuyển diện xét tuyển tài_năng theo hồ_sơ năng_lực nếu sử_dụng kết_quả ielts và học_bạ tổ_hợp A00 hoặc A01 thì chứng_chỉ ielts có được tính làm điểm thành_tích chính bảng 12 để xét vào các ngành không phải kinh_tế hoặc ngôn_ngữ không và dự_kiến có thay_đổi trong em cảm_ơn,chào em nếu không có gì thay_đổi thì em có_thể tham_khảo cách tính điểm diện xét tuyển theo hồ_sơ năng_lực nếu em sử_dụng chứng_chỉ IELTS thì em phải chọn bên mục 2 xét bằng_chứng_chỉ quốc_tế SAT ACT A LEVEL AB IP IELTS chứ không phải chọn bên mục 3 xét theo hồ_sơ năng_lực kết_hợp phỏng_vấn và chọn vào các ngành kinh_tế quản_lý và ngôn_ngữ anh còn nếu em sử_dụng chứng_chỉ IELTS trong mục 3 xét theo hồ_sơ năng_lực kết_hợp phỏng_vấn thì IELTS chỉ được sử_dụng làm thành_tích phụ và chỉ được từ 1 đến 5 điểm
584,cho em ho i năm nay chư ng chi SAT co yêu câ u điê m toa n tô i thiê u_đô i vơ i ca c nga nh khong,chào em tùy từng ngành cụ_thể sẽ có yêu_cầu điểm toán tối_thiểu do đó em cần đợi khi ra thông_tin tuyển_sinh chính_thức trong đề_án tuyển_sinh 2023 em có_thể tham_khảo các năm cũ tại đây https ts hust edu vn tin tuc nguong yeu cau diem chung chi quoc te sat act a level ielts nam 2021 dien 1 2 xet tuyen theo chung chi quoc te
585,khoảng tầm tháng mấy thì trường có kế_hoạch tuyển_sinh ạ,chào em thông_tin tuyển_sinh 2023 đã có tại bài viết này https ts hust edu vn tin tuc thong tin tuyen sinh dai hoc chinh quy nam 2023 bắt_đầu_từ hàng năm nhà_trường sẽ bắt_đầu truyền_thông dần các phương_thức tuyển_sinh trong năm
586,thầy cho em hỏi chương_trình học cao_học của nhà_trường có lịch học như thế_nào ạ vì e đang đi làm_nên nếu lịch học vào ban_ngày thì khó_khăn trong việc theo học,em hãy yên_tâm lịch học cao_học tại trường thiết_kế dành cho người đang đi làm_nên rất linh_động em có_thể chọn học tối từ 6h00 8h30 các tối hoặc cả ngày vào thứ 7 chủ_nhật cuối tuần hoặc kết_hợp cả 2 theo mỗi môn_học nhé tức ví_dụ môn_học x sẽ có 2 lịch học cho 2 lớp với thời_gian_biểu khác nhau cho các học_viên đăng_ký lớp a từ thứ 2 đến thứ 6 tối 18h 20h30 lớp B full cả ngày thứ bảy chủ_nhật sáng 8h 11h30 chiều 14h 17h30 trả_lời từ thầy lê_giang p tuyển_sinh
587,em muốn hỏi là tiền học khi học quản_trị kinh_doanh đại_học troy là bn ạ,chào em học_phí chương_trình đào_tạo quản_trị kinh_doanh ĐH troy TROY BA tại ĐH bách_khoa hà_nội là 26 triệu đồng 1 kỳ tổng_thời_gian đào_tạo là 3 5 năm 10 kỳ tại việt_nam hoặc chuyển_tiếp sau khi học ít_nhất 3 kỳ tại ĐH troy hoa kỳ nếu tại mỹ hoa kỳ 13 000 USD năm phí sinh_hoạt 10 000 12 000 USD năm
588,thầy cô ơi cho em hỏi số tài_khoản của trường mình có ở đâu và có phải ở vietiin bank hai bà trưng không ạ em cảm_ơn thầy cô ạ,trường đại_học bách_khoa hà_nội số tài_khoản 121000033741 ngân_hàng vietinbank CN hai bà trưng hướng_dẫn nộp tiền học_phí sinh_viên mang theo cmnd có_thể đến BẤT_KỲ quầy giao_dịch của bất_kỳ ngân_hàng nào để nộp sử_dụng giấy nộp tiền để ghi các thông_tin tên đơn_vị nhận tiền trường đại_học bách_khoa hà_nội số tài_khoản 121000033741 ngân_hàng vietinbank CN hai bà trưng người nộp sinh_viên hoặc người_nhà địa_chỉ ghi địa_chỉ theo cmnd trả_lời từ thầy lê_giang p tuyển_sinh
589,em xin được hỏi chương_trình tiên_tiến_hóa dược có phải là chương_trình tích_hợp cử_nhân thạc_sĩ không ạ,chào em mọi chương_trình đào_tạo đại_học chính_quy tại ĐHBKHN đều có tích_hợp cử_nhân thạc_sĩ học trong 5 5 năm do đó chương_trình tiên_tiến_hóa dược có CHO PHÉP học chương_trình tích_hợp cử_nhân thạc_sĩ em nhé
590,cho e hỏi đầu_ra cần đạt là như thế_nào để được xét tốt_nghiệp đại_học ở bách_khoa,chào em đầu_ra cần đạt tức những tiêu_chí tối_thiểu để xét tốt_nghiệp với sinh_viên tùy chương_trình em theo học gồm các tiêu_chí đầu_ra tiếng anh với chương_trình tài_năng và đặc_biệt vd các chương_trình đào_tạo tài_năng tiên_tiến và công_nghệ thông_tin ICT yêu_cầu chuẩn ngoại_ngữ đầu_ra hoặc quy_đổi tương_đương như sau chương_trình đào_tạo tài_năng TOEIC 600 APTIS B2 TOEFL ibt 65 IELTS 5 0 chương_trình tiên_tiến_công_nghệ thông_tin ICT TOEIC 650 APTIS B2 TOEFL ibt 65 IELTS 5 5 chương_trình công_nghệ thông_tin việt nhật IT E6 tiếng nhật trình_độ N3 căn_cứ theo kết_quả của kỳ thi năng_lực tiếng nhật JLPT japanese language proficiency test hoặc chứng_chỉ tiếng nhật tương_đương_đầu_ra với điểm trung_bình_tích lũy toàn khóa đạt từ 2 trở lên thang 4 tức ko có môn nào dưới 5 đã qua phần thi bơi môn thể_dục đủ số tín_chỉ học_phần theo quy_định tùy_ngành em chọn đã hoàn_thành môn giáo_dục quốc_phòng an_ninh không bị kỷ_luật đình_chỉ học_tập truy_cứu hình_sự em hoàn_thành đủ 6 chuẩn này tức đạt chuẩn đầu_ra và được xét tốt_nghiệp trả_lời từ thầy lê_giang p tuyển_sinh
591,em hiện có bằng ielts 7 0 thì có được miễn_giảm học_phần tiếng anh khi học chương_trình IT E7 không ạ,chào em nếu em có IELTS 7 0 thì sẽ không phải học những môn tiếng anh 1 tiếng anh 2 sau_này khi học chương_trình IT E7 tại trường nhé
592,bố em là thương_binh hạng thì em có được miễn_giảm học_phí không ạ nếu có thì có được áp_dụng cho các ngành elitech hay_là chỉ các ngành tiêu_chuẩn thôi ạ em xin cảm_ơn,chào em việc bố em là thương_binh thì em sẽ được nhận 2 quyền_lợi sau 1 khi đăng_ký nguyện_vọng vào các trường đại_học em thuộc đối_tượng ưu_tiên được cộng thêm điểm theo quy_định của bộ GD ĐT do em đã được hưởng quyền_lợi này rồi nên ĐHBKHN sẽ không áp_dụng thêm hình_thức cộng điểm nào khác khi xét tuyển vào các CTĐT 2 khi em đã trúng_tuyển vào trường ĐHBKHN em hãy mang những hồ_sơ minh chứng cho trường_hợp của em lên phòng công_tác sinh_viên để được hướng_dẫn đệ_trình mong_muốn xin miễn_giảm học_phí điều_kiện miễn_giảm học_phí do hộ nghèo gia_đình khó_khăn thay_đổi tùy từng năm_học do đó sau khi em trúng_tuyển thì hãy lên phòng công_tác sinh_viên để được tư_vấn hướng_dẫn
593,em chào thầy cô em muốn hỏi là các ngành liên_kết quốc_tế 1 năm_học bao_nhiêu kỳ học_phí mỗi kỳ là bao_nhiêu,chào em học_phí của chương_trình đào_tạo quốc_tế khoảng 50 60trđ năm mỗi kỳ mỗi kỳ từ 4 5 tháng chi_tiết học_phí của từng chương_trình em vào xem từng link nhé https ts hust edu vn dao tao quoc te trả_lời từ thầy lê_giang p tuyển_sinh
594,học_phí của tài_chính ngân_hàng cụ_thể là bao_nhiêu ạ năm 2020 2021 năm hiện_tại ạ mong thầy giải_đáp,học_phí ngành tài_chính ngân_hàng từ 20tr 24trđ năm_học một năm có 2 học_kỳ chi_tiết em xem ở đây nhé https ts hust edu vn nganh dao tao tai chinh ngan hang
595,điều_kiện về tiếng anh khi thi vào các chương_trình tiên_tiến,chào em đúng vậy chương_trình tiên_tiến IT E7 có yêu_cầu điều_kiện về tiếng anh nếu em không đủ điều_kiện thì sẽ không_thể đăng_ký vào chi_tiết điều_kiện là IELTS hoặc vstep B1_cụ_thể sẽ có trong đề_án tuyển_sinh trong này e nhé
596,cho em hỏi là điều_kiện sơ_tuyển học_bạ là điểm trung_bình 6 học_kì mỗi môn là trên 7 0 vậy điểm 6 kì đó có_nghĩa_là lấy điểm trung_bình môn của từng kì môn đó rồi cộng lại chia cho 6 ạ,chào em_em hãy hiểu như thế này cho đơn_giản tổng_điểm 6 học_kỳ của 1 môn_học trong 3 năm thpt phải đạt từ 42 điểm trở lên là đạt vì 42 6 7 0
597,cho em hỏi là tổng_điểm trung_bình 6 học_kì của 3 môn_học tính theo tổng 3 môn trong 1 kì 3 rồi cộng 6 kì hay tính theo tổng 6 kì của từng môn ạ em cảm_ơn,chào em điều_kiện sơ_tuyển học_bạ là trung_bình chung từng môn thuộc tổ_hợp xét tuyển từ 7 0 trở lên và có_nghĩa_là tổng_điểm 6 kỳ của từng môn phải đạt từ 42 điểm trở lên ví_dụ em xét bằng tổ_hợp A01 toán lý anh thì tổng_điểm 6 kỳ của môn toán từ kỳ 1 lớp 10 kỳ 2 lớp 10 đến kỳ 2 lớp 12 cộng lại đạt từ 42 điểm trở lên là được kỳ dưới 7 kỳ khác trên 7 kéo lên vẫn được chấp_nhận tương_tự với các môn còn lại lý anh_em đã hiểu rõ chưa
598,cấp 3 em có_học tiếng nga thay cho tiếng anh và điểm ngoại_ngữ trong học_bạ để là tiếng nga thì khi đăng_ký sơ_tuyển tổ_hợp A1 thì có đủ điều_kiện sơ_tuyển của tiếng anh không ạ,chào em vậy điều_kiện sơ_tuyển sẽ lấy bằng điểm tiếng nga thay cho tiếng anh_em nhé
599,chỗ em đang dãn cách không gửi kịp hồ_sơ xác_nhận nhập_học theo đúng hạn em đã email cho tuyensinh hust edu vn nhưng chưa nhận được phản_hồi em phải làm gì ạ,chào em nếu trong vòng 24h chưa nhận được phản_hồi em có_thể chủ_động gọi cho thầy thiên_nam trần thiên_nam sđt 0989 200 997 email nam tranthien hust edu vn
