id,question,answer1
665,"Thầy cô cho em hỏi: 
Em tốt nghiệp đại học ngoại thương nhưng muốn học Cao học khoa học dữ liệu thì có được không ạ?","Chào em, 
Trước tiên em truy cập VÀO ĐÂY để xem chương trình học em muốn đăng ký học (Bằng cách click vào ""Chi tiết"")
Theo như câu hỏi, em muốn học Cao học khoa học dữ liệu - Xem chi tiết chương trình
Ở mục 5.1. Về Văn bằng

Vậy em đối chiếu xem ngành học đại học của mình thuộc danh sách trên hay không, thì mới có thể học lên Thạc sĩ Khoa học dữ liệu.
Lưu ý:

Nếu em thuộc các đối tượng ngành C1, C2, C3: Khoa học máy tính; Kỹ thuật phần mềm; Hệ thống thông tin; Công nghệ thông tin; Kỹ thuật máy tính; Truyền thông và mạng, tin học, toán tin ứng dụng trường khác thì phải học Bổ sung kiến thức 6-15 tín chỉ như Mục 8.3 (bên dưới)
Nếu em thuộc các đối tượng ngành B2, B3: Kỹ thuật máy tính; Truyền thông và mạng, tin học, toán tin ứng dụng trường ĐHBKHN, Thiết kế và quản trị Hệ thống thông tin, Kỹ thuật phần mềm của SIE trường ĐHBKHN phải học Bổ sung kiến thức 6 tín chỉ như Mục 8.3 (bên dưới)
Các đối tượng ngành A1, A2, A3, B1: Không phải học Bổ sung kiến thức

Mục 8.3: Danh mục học phần bổ sung kiến thức

Trường hợp nếu em không học ngành C1, C2, C3 ở trường khác (tức không thuộc ngành dọc/ngành liên quan) thì em sẽ cần học Văn bằng 2 (ngành A1, A2, A3, B1...) sau đó mới có thể học lên Cao học Khoa học dữ liệu.
(Liên hệ Viện Đào tạo liên tục nếu em quan tâm Văn bằng 2: http://dtlt.hust.edu.vn/ - Số 94-94A Lê Thanh Nghị, Bách Khoa, Q.Hai Bà Trưng, Hà Nội - Email: dtlt@hust.edu.vn - ĐT: 024-3869 3782).
Trả lời từ thầy Lê Giang - P.Tuyển sinh"
666,"Em chào Thầy/Cô,
Em tốt nghiệp ngành Kỹ Thuật Cơ Điện tử, Đại học Bách Khoa - ĐHQGHCM theo khuôn khổ chương trình liên kết Việt Pháp (PFIEV). Bằng tốt nghiệp của em được công nhận tương đương trình độ thạc sĩ và có thể đăng kí xét tuyển học thêm bằng thạc sĩ thứ 2 không cần đúng chuyên ngành hoặc học thẳng lên tiến sĩ ở các nước châu Âu.
Em muốn hỏi thông tin tuyển sinh về 3 chương trình đào tạo ở HUST là:

Thạc sĩ Khoa học dữ liệu
Thạc sĩ Khoa học máy tính 
Thạc sĩ Mạng Internet vạn vật và Phương tiện số (IoT & Digital Media)

Theo em được biết, các ngành 1 và 2 hiện không chấp nhận đầu vào là cử nhân Kỹ thuật Cơ Điện tử, tuy nhiên em vẫn muốn được Thầy/Cô xác nhận xem liệu em có cơ hội được xem xét với phụ lục bằng PFIEV, hoặc với kinh nghiệm làm việc và thành tích học tập/nghiên cứu không? Hiện em đã có gần một năm kinh nghiệm làm việc trong lĩnh vực Computer Vision và Natural Language Processing. 
Riêng ngành 3 có chấp nhận cử nhân thuộc ngành ""Kỹ thuật điều khiển và tự động hóa"", đây là chuyên ngành rất gần với ""Kỹ thuật Cơ Điện tử"", em muốn hỏi liệu 2 chuyên ngành có được đánh giá tương đương khi xét tuyển không.
Ngoài ra, em muốn hỏi chương trình tiên tiến Thạc sĩ Khoa học dữ liệu và Trí tuệ nhân tạo (Elitech) có tuyển sinh thạc sĩ không? Nếu có thì trường hợp của em có thể đăng kí không?
Em cảm ơn và chúc Thầy/Cô nhiều sức khoẻ ạ.","Chào em,
Cảm ơn em đã tìm hiểu 3 ngành thạc sĩ của ĐHBKHN, tuy nhiên ngành Kỹ thuật cơ điện tử của em chưa được đề cập trong diện Văn bằng theo yêu cầu của chương trình thạc sĩ. 
Tuy nhiên, những nguyện vọng của em có thể đề đạt trực tiếp tới Hội đồng khoa học của Viện CNTT & TT. Vậy em hãy liên hệ trực tiếp tới cô Huỳnh Thị Thanh Bình - Phó Viện trưởng Viện CNTT&TT - Phụ trách đào tạo Sau đại học - Tòa nhà B1
Em nên mang theo bản photo các học phần đã học để cô có thể tư vấn kỹ hơn cho em."
667,Mặc dù ko có mẫu nhưng e xin hỏi bố cục thư tự giới thiệu và thư giới thiệu của gv cần đảm bảo những gì ạ?,"Chào em, 
1 là: Em có thể gõ từ ""Thư giới thiệu"" trên google để tham khảo và tự viết một bản Thư giới thiệu của bản thân. Thư giới thiệu bản thân không cần quá dài (Nên ngắn gọn, xúc tích).
2 là: Thư giới thiệu thường có những tiêu đề cơ bản như:
- Cộng hòa xã hội chủ nghĩa Việt Nam
Độc lập - Tự do - Hạnh phúc
Kính gửi: 
Người giới thiệu: [ Thông tin cá nhân ]
Người được giới thiệu: [ Thông tin cá nhân ]
Nội dung giới thiệu: 
 
Người giới thiệu (Ký, ghi rõ họ tên)Một số lưu ý:(*) Thư giới thiệu là bản đánh máy hoặc viết tay ĐỀU ĐƯỢC, miễn là có chữ ký xác nhận của thầy cô ở bản tải lên với Thư giới thiệu của thầy cô, chữ ký cá nhân với Thư tự giới thiệu của bản thân. Bản tải lên có thể là PDF hoặc File ảnh (JPG, PNG)
(*) Thư giới thiệu là điều kiện bắt buộc trong phần Xét tuyển thẳng theo hồ sơ. (Em cũng có thể không tải lên thư giới thiệu cũng được và chấp nhận bị trừ điểm hồ sơ)
(*) Thư giới thiệu KHÔNG CÓ MẪU CỤ THỂ HAY HƯỚNG DẪN CÁCH VIẾT. Và ban tuyển sinh cho rằng đây cũng là ""một phần thử thách"" để xét tuyển những bạn học sinh giỏi vào trường, em cần tự vận dụng kiến thức và kỹ năng của chính mình để viết, tận dụng mạng internet, sách báo để tìm hiểu. "
668,Cho em hỏi khi khai báo kết quả học tập em đăng ảnh này có hợp lệ không ạ,"Chào em,
Thầy xem qua thấy học bạ này QUÁ HỢP LỆ để tải lên rồi. Thầy đang không biết là em còn lăn tăn ở điều gì mà vẫn phải đăng câu hỏi này?
Thậm chí em có thể tải lên học bạ điện tử (bản này không có chữ ký của thầy cô hay dấu đỏ nhà trường). Ban tuyển sinh sẽ hậu kiểm lại bản gốc sau khi em trúng tuyển thẳng, do đó các thí sinh tự chịu trách nhiệm về tính xác thực của điểm số trong học bạ mà mình đã khai."
669,"dạ cho em hỏi là ví dụ chỉ tiêu tuyển sinh 1 ngành là 60, vậy số này đã bao gồm 10-20% xét tuyển tài năng(nếu có), 50-60% điểm thi TN và 30-40% KTTD rồi phải không ạ?","Chào em,
Đúng rồi em nhé"
670,"Cho em hỏi là cái đăng ký xét tuyển tài năng chỉ được nộp hồ sơ 1 lần thôi ạ? Tại em đã nộp 1 lần rồi, nhận luôn được mail xác nhận thành công rồi nhưng em muốn sửa lại rồi nộp lại được không ạ","Chào em,
Mỗi bạn - mỗi CMND chỉ được sử dụng 1 TÀI KHOẢN để đăng ký các hình thức tuyển thẳng mà mình thấy phù hợp. Nếu em muốn sửa lại thì em hãy tự login vào sửa và ấn Lưu xác nhận email.
Hệ thống sẽ CHỈ TÍNH ở trạng thái hồ sơ xác nhận lần cuối cùng."
671,"Thầy cô cho em hỏi với ạ.Em xin thư giới thiệu của thầy cô dạy phụ đạo.Thầy cô dạy phụ đạo lại không dạy ở một trường THPT nào cả.Vậy em sẽ ghi chức vụ, nơi công tác trên hệ thống đăng kí online cũng như trên thư giới thiệu như thế nào ạ.Em xin cảm ơn ạ.","Chào em,
Thầy/Cô giới thiệu KHÔNG NHẤT THIẾT phải là thầy cô giáo đang dạy tại trường THPT em đang học. Có thể là thầy cô trường khác, thầy cô dạy đội tuyển, dạy phụ đạo....
Vậy nên em ghi chức vụ, nơi công tác như thực tế. Nếu thầy cô không dạy tại trường THPT nào cả thì em ghi chú: Thầy cô dạy phụ đạo, phần chức vụ và nơi công tác để trống, "
672,em có giải kk quốc gia ioe tiếng anh trên mạng năm lớp 5 thì có được liệt kê vào mục giải phụ không ạ,"Chào em,
Em hãy tải lên các giải thành tích ở cấp 3 (lớp 10, 11, 12 nhé). Ban tuyển sinh sẽ ưu tiên chấm các giải ở bậc THPT (cấp 3). Còn các giải khác từ năm lớp 1 - lớp 9 mà em tải lên, ban tuyển sinh sẽ ghi nhận chứ không đưa vào tính điểm."
673,"Xin phép cho em hỏi là lệ phí hậu kiểm chứng chỉ ngoại ngữ Quốc tế năm 2021 (50,000 VND) sẽ nộp ở đâu ạ?","Chào em,
Sẽ có bài hướng dẫn chi tiết cách nộp lệ phí quy đổi chứng chỉ tiếng Anh qua Viettel Pay. Em đợi sang tuần nhé.
Chi tiết hướng dẫn sẽ được cập nhật tại bài viết này: https://ts.hust.edu.vn/tin-tuc/huong-dan-quy-doi-diem-chung-chi-ielts-tuyen-sinh-nam-2021"
674,Nhà trường có cập nhật danh sách thí sinh đã đăng kí xét tuyển tài năng để thí sinh có thể theo dõi thông tin và để biết chắc chắn thông tin mình không sai sót gì không ạ?,"Chào em,
Nhà trường sẽ KHÔNG cập nhật danh sách thí sinh đã đăng ký xét tuyển tài năng vì đây là thông tin cá nhân không thể tiết lộ cho bên thứ ba.
Do đó, em cần phải tự kiểm tra việc đăng ký của mình có đúng với hướng dẫn hay chưa. Xem tại: https://ts.hust.edu.vn/tin-tuc/huong-dan-dang-ky-tuyen-sinh-dai-hoc-2021
Ngoài ra, trong quá trình em đăng ký, em có thể tự kiểm tra lại xem ảnh chụp minh chứng của mình có hiển thị không (sau khi ấn ""Lưu và xác nhận email""). Và kết thúc em ấn ""Lưu và xác nhận email"" thì có nhận được mail báo thành công hay không (Kiểm tra email của mình). Như vậy là đã HOÀN TẤT.
Việc còn lại là em chờ đợi theo thời hạn dự kiến đã thông báo (ở bài Hướng dẫn trên) và ban tuyển sinh chắc chắn đã có thông tin của em để đánh giá rồi."
675,"Dạ thưa thầy cô cho em hỏi, thư tự giới thiệu bản thân thì cần có những nội dung gì vậy ạ?","Chào em,
Thư tự giới thiệu không có mẫu riêng. Thầy cũng không tư vấn, chỉ điểm để em viết thư tự giới thiệu bản thân.
Đây là 1 phần ""THỬ THÁCH"" trong các bước đăng ký xét tuyển thẳng những bạn học sinh giỏi trên hệ thống đăng ký tuyển sinh của nhà trường.
Em hãy vận dụng kỹ năng tra cứu, chắt lọc thông tin trên mạng của mình và viết nhé!"
676,"Khi chụp ảnh học bạ, em lỡ chụp mỗi trang một ảnh nên thông các lớp 10, 11, 12 nằm trên 2 ảnh khác nhau.Tuy nhiên, khi em đăng kí thông tin trên trang web của nhà trường thì mỗi lớp 10, 11, 12, trang web chỉ cho phép tải lên 1 ảnh. Em có cần chụp lại học bạ không hay em có thể ghép các ảnh chụp học bạ để thể hiện nội dung học bạ ạ (do em đã trả học bạ nên việc mượn lại học bạ hơi khó khăn)?","Chào em,
Em có thể ghép học bạ lớp 10 (2 ảnh nhỏ thành 1 to) sau đó tải lên.
P/S: Đây là kỹ năng sửa ảnh cơ bản, em có thể tự tìm hiểu trên mạng nhé"
677,thầy cô cho em hỏi là nơi sinh của em là Mê Linh-Vĩnh Phúc nhưng nay Mê Linh thuộc Hà Nội thì nơi sinh em sẽ phải điền như thế nào ạ?,"Chào em,
Nơi sinh em sẽ ghi theo địa chỉ trên giấy tờ. Ví dụ trên giấy tờ là: Mê Linh, Vĩnh Phúc thì em vẫn ghi như vậy. 
Tham khảo thêm: https://danluat.thuvienphapluat.vn/tu-van-ve-noi-sinh-129225.aspx"
678,nếu bây giờ em chưa được phát giấy chứng nhận học sinh giỏi thì phải làm như nào để minh chứng ạ,"Chào em,
Em cần liên hệ nơi cấp phát giấy chứng nhận học sinh giỏi để xin minh chứng, vì ban tuyển sinh trường ĐHBKHN không thể có căn cứ nào xét nếu không có giấy chứng nhận giải của em."
679,"Tôi muốn đăng ký xét tuyển tài năng cho con, nếu cháu đỗ thì đến thời điểm nào biết kết quả và nếu đỗ rồi nhưng kỳ thi xét tuyển dựa trên điểm thi kỳ thi THPT cháu đỗ cao thì cháu có được lựa chọn 1 trong 2 kết quả không?
Và bài kiểm tra tư duy có phải là bài bắt buộc cho những thì sinh làm hồ sơ vào trường Bách khoa hay là những thí sinh đã đủ điểm dỗ vào trường Bách khoa?","Chào chị, 
1/ Thời gian đăng ký xét tuyển thẳng và xác nhận quyền lợi tuyển thẳng CHẮC CHẮN sẽ kết thúc trước khi diễn ra kỳ thi TN THPT  => Nếu cháu nhà chị được tuyển thẳng vào ngành A sẽ phải xác nhận có hoặc bỏ qua quyền lợi tuyển thẳng này. Nếu bỏ qua thì bạn ấy chỉ có thể tiếp tục thi TN THPT, không thể quay lại chọn ngành A được nữa.
2/ Bài kiểm tra tư duy là 1 TRONG 3 CON ĐƯỜNG ĐỂ VÀO ĐHBKHN. Không phải là bài kiểm tra bắt buộc, là tùy chọn có thể tham gia hoặc không.
""3 con đường"" gồm: (1) Xét tuyển thẳng (Mở đăng ký từ 10h ngày 20/3/2021); (2) Thi bài kiểm tra tư duy; (3) Thi TN THPT"
680,E chào thầy/cô ạ! E muốn hỏi là nếu e chọn phương thức lấy điểm thi thptqg 2021 để xét tuyển vào trường thì e có phải thi thêm bài kiểm tra tư duy của trường k ạ?,"Chào em,
Bài kiểm tra tư duy là 1 TRONG 3 CON ĐƯỜNG ĐỂ VÀO ĐHBKHN. Không phải là bài kiểm tra bắt buộc, là tùy chọn có thể tham gia hoặc không.
""3 con đường"" gồm:
(1) Xét tuyển thẳng (Mở đăng ký từ 10h ngày 20/3/2021);
(2) Thi bài kiểm tra tư duy;
(3) Thi TN THPT
Chi tiết câu hỏi tương tự và câu trả lời: https://ts.hust.edu.vn/hoi-dap/dang-ky-xet-tuyen-thang-va-thi-tn-thpt-bai-thi-tu-duy-co-phai-la-bat-buoc-khi-vao-bach-khoa"
681,Em muốn hỏi thư giới thiệu của giáo viên cần có nội dung gì ạ?,"Chào em,
Thư giới thiệu cần có nội dung của: Người được giới thiệu, Người giới thiệu, Nội dung giới thiệu."
682,"Em chào các thầy cô ạ.
Em đăng ký xét tuyển tài năng dưới hình thức 1.3 , học sinh trường chuyên thì em sử dụng thẻ học sinh hoặc trang thông tin chung học bạ của em là minh chứng học sinh trường chuyên được không ạ? Em để ảnh dưới link
https://drive.google.com/file/d/1SGdtJGXoyFUzT0tmNEUux1kYU7w_rmM3/view?usp=drivesdk
https://drive.google.com/file/d/1TBuHezUgAI6o8ENQF-OSl-ZYDiWiP6kQ/view?usp=drivesdk
Em cảm ơn ạ.","Được em nhé
Nhưng ảnh học bạ em đang chụp thiếu trang điểm số, là trang minh chứng quan trọng nhất."
683,"2.1.4. Đăng ký và nộp hồ sơ dự tuyển a) Đối với cả 3 phương thức (1.1), (1.2) và (1.3), thí sinh đăng ký và nộp hồ sơ trực tuyến trên trang tuyển sinh của Trường ĐHBK Hà Nội tại địa chỉ http://ts.hust.edu.vn từ ngày 20/3/2021 đến hết ngày 18/4/2021. Thí sinh sẽ được hướng dẫn để gửi bản chính các hồ sơ, minh chứng cần thiết.Thí sinh thuộc diện xét tuyển thẳng theo phương thức (1.1) phải thực hiện thêm thủ tục đăng ký theo quy định của Bộ GDĐT (nộp hồ sơ qua Sở GDĐT).
Vậy thủ tục đăng ký theo quy định của bộ GDĐT( nộp hồ sơ qua sở GDĐT ) là như nào ạ? Và em phải làm như nào, bằng cách nào ạ?","Chào em,
Thủ tục đăng ký theo quy định của Bộ GD&ĐT (Nộp hồ sơ qua sở GD&ĐT): Em cần hỏi giáo viên chủ nhiệm, nhà trường em theo học vì Sở GD&ĐT các tỉnh sẽ có hướng dẫn tới các trường THPT trên địa bàn. Em thực hiện theo hướng dẫn đó."
684,em sau khi đã upload và điền tất cả thông tin và chọn nguyện vọng thì không thể lưu và xác nhận email,"Chào em,
 Có thời điểm hệ thống bị quá tải nên không gửi mail đến cho em. Em có thể tự kiểm tra lại bằng cách thoát ra vào lại xem có lưu không. Nếu vẫn LƯU thì có nghĩa là thao tác của em đã được ghi nhận. "
685,"Chào các thầy (Cô), em có trường hợp đăng ký xét tuyển thẳng vào ĐHBKHN nhưng hiện tại giấy CMND cũ chưa làm, hiện nay đã cung cấp thông tin để làm CCCD. Vậy cho em hỏi, trong thời gian làm hồ sơ xét tuyển thì trường hợp này làm giấy cam đoan và photo cung cấp sổ hộ khẩu (bổ sung số CCCD sau khi được cấp sau) có đảm bảo không ạ? Xin cảm ơn các thầy (cô).","Chào em,
Nếu đến 10h sáng ngày 20/3/2021, em chưa có số CMND mới thì em có thể sử dụng số CMT của bố hoặc mẹ (hoặc người thân của em). Và khi nào có số CMND mới thì em chủ động liên hệ lại với phòng tuyển sinh qua email tuyensinh@hust.edu.vn để đổi lại số CMND nhé!."
686,"cho em hỏi là khi em sửa thông tin phần đăng kí xét tuyển tài năng diện 1.3 và bấm lưu và xác nhận email thì nó hiện 
""Xảy ra lỗi khi lưu minh chứng của application.prizeOthers. Mong bạn kiểm tra lại."" thì em phải làm sao ạ","Chào em,
Lỗi này đã được sửa. Em kiểm tra xem còn bị lỗi không nhé. Nếu vẫn còn, em hãy cung cấp số CMND và mô tả lỗi, gửi về mail tuyensinh@hust.edu.vn nhé"
687,"Năm lớp 10 em có đạt thủ khoa thì có được tính trong phần thành tích phụ không ạ?
Em cảm ơn","Chào em,
Em hãy upload lên những giải thưởng em thấy là điểm mạnh của em, do những tổ chức uy tín cấp, từ những cuộc thi có quy mô. Vậy nên em cứ tải lên ở mục Thành tích khác. Ban tuyển sinh sẽ xem xét đánh giá."
688,"cho em hỏi là ở phần ảnh thư tự giới thiệu, hệ thống chỉ cho mình tải lên 1 file thì làm ntn để tải lên được bức thư có 2 trang ạ","Chào em,
Em chuyển thư thành file PDF. Có thể sử dụng tính năng xuất PDF tại đây: https://www.freepdfconvert.com/vi
Hoặc rất nhiều công cụ chuyển đổi online tìm trên google.
Sau đó, tải file PDF kết quả về và upload lên hệ thống nhé"
689,"Em gặp lỗi như này ạ, thầy cô xem giúp em với ạ : 
Xảy ra lỗi khi lưu minh chứng của application.prizeOthers. Mong bạn hãy kiểm tra lại","Chào em,
Lỗi này đã được sửa rồi. Em kiểm tra và thử lại xem nhé"
690,"Em chào thầy/cô: em có 2 câu hỏi muốn hỏi như sau ạ
1:trong phỏng vấn xét tuyển tài năng năm nay được tổ chức trực tiếp tại trường và học sinh đến phỏng vấn hay là phỏng vấn online tại nhà ạ
2:em vừa mới chuyển CMT Nhân Dân sang Thẻ căn Cước nếu trong trường hợp đến 10h ngày 20/03 này em chưa nhận được thẻ căn cước thì em có thể sử dụng CMT để đăng kí không ạ.
Em Xin Cảm Ơn","Chào em,
1. Phỏng vấn xét tuyển tài năng diện 1.3 năm nay sẽ tổ chức ONLINE. Tức em sẽ ngồi tại nhà và nói chuyện với các thầy qua ứng dụng microsoft team. Em chỉ cần chuẩn  bị máy tính kết nối mạng ổn định, tai nghe có mic là được.
2. Nếu em không có CMND thì em có thể sử dụng CMND của người thân thay thế. 
Lưu ý sau này khi có CMND mới, em chủ động liên hệ lại phòng tuyển sinh để thay đổi thông tin nhé"
691,"Em chào thầy/ cô ạ. Em muốn hỏi về phương thức xét tuyển tài năng vừa mở trang web đăng ký hôm nay ạ. Khi em nhập thông tin đăng ký trên https://dangkytuyensinh.hust.edu.vn/dang-ky thì không thấy phải tạo mật khẩu, tức là sau khi nhận được email xác nhận đăng ký (không phải ngay lập tức) thì mới có thể đặt mật khẩu, có tài khoản và làm các bước tiếp theo đúng không ạ? Cho em hỏi là vậy thì sau bao lâu hệ thống sẽ gửi mail xác nhận ạ, và có cách nào để biết nếu như thông tin mình vừa dùng để đăng ký không hợp lệ và hệ thống lại bỏ qua mất không ạ? Em cảm ơn ạ!","Chào em, 
Hệ thống đang cho đăng ký thử, chứ không phải đăng ký thật. Sẽ mở chính thức từ 10h ngày 20/3/2021 em nhé.
Nếu em gặp vấn đề trong quá trình đăng ký, hãy gửi góp ý kèm ảnh chụp về mail: tuyensinh@hust.edu.vn nhé"
692,"sau khi em đỗ xét tuyển tài năng theo giải tỉnh rồi thì kết quả thi thpt của em chỉ cần đỗ tốt nghiệp hay phải đạt mức điểm như thế nào nữa ạ?
Và cho em hỏi về thư giới thiệu giáo viên gửi em vừa có chữ ký gv, vừa có dấu đỏ nhà trg rồi thì có được ko ạ","1/ Sau khi em đỗ xét tuyển tài năng rồi thì em cần phải ĐỖ TỐT NGHIỆP nữa nhé. Quy định đỗ tốt nghiệp theo của Bộ GD&ĐT. 
- Đủ điều kiện dự thi, không bị kỷ luật hủy kết quả thi.
- Tất cả các bài thi và các môn thi thành phần của bài thi tổ hợp đăng ký dự thi để xét công nhận tốt nghiệp đều đạt trên 1.0 điểm theo thang điểm 10.
- Có điểm xét tốt nghiệp từ 5.0 điểm trở lên.
Ngoài ra, thí sinh cần nắm quy chế làm tròn điểm thi đối với môn văn (môn thi tự luận): bài thi được chấm theo thang điểm 10; điểm lẻ của tổng điểm toàn bài được làm tròn đến 02 chữ số thập phân;
Đối với các môn thi còn lại (môn thi trắc nghiệm): làm tròn đến 02 chữ số thập phân cho từng bài thi và từng môn thi thành phần của bài thi tổ hợp.
Ví dụ: Điểm thi là 4,234 thì làm tròn thành 4,23; điểm thi là 4,236 thì được làm tròn thành 4,24.
2/ Thư giới thiệu CHỈ CẦN CÓ chữ ký của giáo viên - người giới thiệu thí sinh. KHÔNG CẦN DẤU ĐỎ CỦA NHÀ TRƯỜNG"
693,Em muốn hỏi là thư giới thiệu của giáo viên thì em có thể nộp nhiều hơn 2 thư giới thiệu không ạ? vì em xin được thư giới thiệu của cả giáo viên dạy chính và dạy phụ đạo của ba môn trong tổ hợp em nên em có 5 thư giới thiệu ạ.,"Chào em,
Theo fix cứng trên hệ thống dangkytuyensinh thì mỗi bạn chỉ tải lên 2 thư giới thiệu, mỗi thư giới thiệu của 1 thầy cô dạy 1 môn học. Vậy nên tối đa em chỉ tải lên 2 thư, nhà trường sẽ không xét thêm điểm cộng cho dù em có tải nhiều hơn 2 thư giới thiệu."
694,"tài khoản đăng ký tuyển sinh của em hiện tại là đang dùng số cccd của phụ huynh, em vừa mới được cấp. Vậy em phải làm gì để thay đổi account( là số cccd đã đăng ký) vì thay số cccd trong 'thông tin chung' thì account vẫn không đổi?","Chào em,
Em muốn thay đổi số CMND thì hãy thử tự cập nhật lại số CMND và tải lên ảnh minh chứng tại mục Khai báo thông tin cá nhân. Sau đó ấn ""Lưu và xác nhận email""."
695,"Admin cho em hỏi với ạ, trang web đăng kí hồ sơ năng lực có đang bị lỗi không mà sao phần điểm thưởng ko được cộng nữa. Lần gần nhất em đã thử được nhưng 3 ngày nay rồi lại không được nữa. Có phải trường ko cộng điểm nữa đúng ko ạ, hay chỉ là do lỗi hệ thống. Em cảm ơn","Chào em,
Em hãy mô tả lỗi cụ thể kèm ảnh chụp gửi vào mail tuyensinh@hust.edu.vn và hai.vuduy@hust.edu.vn của thầy Vũ Duy Hải nhé
Kèm sdt, email của em để ban tuyển sinh liên hệ lại"
696,cho e hỏi là ở phần khai báo kết quả học tập e có thể thay ảnh học bạ bằng ảnh kết quả học tập dc không ạ vì học bạ trường e đang dùng làm hồ sơ thi thpt k lấy dc ạ,"Chào em,
Em hoàn toàn có thể thay đổi mọi thông tin, đơn giản là tải lên cái mới và ấn ""Lưu và xác nhận email"""
697,"Tôi có con đang dự định thi vào ĐHBK Hà Nội, theo tôi hiểu năm nay các cháu được đang ký không giới hạn số nguyện vọng, xin cho biết các cháu có được đăng ký nhiều ngành của một trường (ví dụ của ĐHBK Hà Nội) theo thứ tự của các nguyện vọng không?ví dụ: nguyện vọng 1 là Công nghệ thông tin của ĐHBK Hà Nội, nguyện vọng 2 là Hóa học của ĐHBK Hà Nội, Nguyện vọng 3 là Điều khiển và tự động hóa của Đại học khoa Hà Nội.v.v. và tất nhiên là thứ tự ưu tiên trúng tuyển là từ trên xuống.","Cháu chào bác,
Bạn ấy được đăng ký vào tất cả 59 ngành đào tạo đại học chính quy của ĐHBKHN nếu muốn. Không hạn chế nguyện vọng vào các ngành của ĐHBKHN."
698,Em đã nhập điểm học bạ để đăng kí xét tuyển tài năng nhưng hệ thống báo lớp 10 điểm trung bình là 7.98. Trong học bạ điểm TB cả năm lớp 10 là 8.0. Vậy cho em hỏi em nên làm gì?,"Chào em,
Công thức tính điểm trung bình chung trên hệ thống KHÔNG TÍNH môn Thể dục và Giáo dục quốc phòng.
Nên nếu theo quy định này, hồ sơ của em không đạt điều kiện."
699,"Em có thắc mắc tại mục 6 các giải thưởng khác bao gồm từ bậc thpt hay thcs trở lên ạ ?. Và phần tổng điểm hồ sơ gồm học tập, thành tích, điểm thưởng sẽ là 90 hay chỉ max là 80 thôi ạ?. Em cảm ơn ạ.","Chào em, 
Max điểm của hồ sơ năng lực là 80 điểm. Nên cho dù em đạt 90 cũng chỉ tính 80 điểm.
Ngoài ra, 20 điểm còn lại sẽ tính khi các em tham dự phỏng vấn."
700,"dạ thưa thầy cô cho em hỏi: học bạ lớp 12 chỉ mới có cột điểm học kì 1 (nhưng giáo viên chưa kí, mà mới ghi điểm) thì có được không ạ?","Chào em,
Thậm chí em có thể tải lên học bạ bản điện tử, bản chụp từ website (Những bản này không hề có chữ ký của giáo viên, dấu đỏ nhà trường) nhưng VẪN ĐƯỢC CHẤP NHẬN!
Do đó, học bạ lớp 12 kỳ 1 mới chỉ có điểm, giáo viên chưa ký vẫn tải lên hợp lệ. Và nhà trường sẽ hậu kiểm lại bản gốc sau này nếu em trúng tuyển thẳng."
701,"Em có giải nhất Toán HSG Tỉnh và khuyến khích Lý HSG Tỉnh, thì mục 6. Các thành tích, giải thưởng khác có được đăng thêm giải Khuyến khích Lý không ạ?","Chào em,
Trong bài hướng dẫn trên website đã nêu rõ rồi: https://ts.hust.edu.vn/tin-tuc/huong-dan-dang-ky-tuyen-sinh-2021-xet-tuyen-tai-nang-theo-ho-so
Em khai giải cao nhất vào mục Thành tích.
Còn mục 6, em khai TẤT CẢ các thành thích, giải thưởng còn lại mà mình có từ bậc THPT.
=> Vậy thì giải Khuyến khích Lý em đăng tại đây!"
702,Cách tính điểm hồ sơ năng lực bách khoa như thế nào ạ ?,Em xem tại đây nhé: https://ts.hust.edu.vn/tin-tuc/nhung-dieu-can-biet-khi-dang-ky-xet-tuyen-thang-theo-ho-so-nang-luc-ket-hop-phong-van
703,"Thưa thầy, em thấy trên web điền thông tin hồ sơ đăng kí xét tuyển tài năng thì giải Khuyến khích quốc gia hoặc chứng nhận tham gia đội tuyển thi quốc gia được ưu tiên hơn giải tỉnh, nhưng ở câu hỏi trước của em thì thầy có bảo trường hợp này thì giải tỉnh là giải chính, vậy chính xác thì là như thế nào ạ?","Chào em,
Theo cách thức xét/lọc hồ sơ ở tab 1.3 (Diện xét theo hồ sơ). Phần giải chính em điền vào: 
1- Giải học sinh giỏi tỉnh/thành phố
2- Thí sinh đạt thi Olympia
3- Thi sinh học trường chuyên THPT
4-Thí sinh được chọn tham dự Kỳ thi HSG giỏi quốc gia hoặc đạt giải Nhất, Nhì, Ba cấp tỉnh/thành phố các môn Toán, Lý, Hóa, Sinh, Tin học, Ngoại ngữ bậc THPT; 
5- Thí sinh được chọn tham dự cuộc thi KHKT cấp quốc gia do Bộ Giáo dục và Đào tạo tổ chức
Lưu ý: Ở trên không có phần ""Giải khuyến khích quốc gia"" => Những cái không có em đưa vào giải phụ"
704,khi em vào trang dangkytuyensinh thì được yêu cầu đăng nhập. Em đã thử lấy tài khoản đăng nhập trên trang ts.hust để đăng nhập nhưng không được thì em phải sử dụng tài khoản nào hoặc đăng kí ở đâu ạ,"Chào em,
Hệ thống sau khi mở từ 10h ngày 20/3/2021 thì mới tắt chức năng trên. "
